Check Number,Check Category,Check Description,Check Query,Check Table Name,Check Column Name,Check Status,Rows Scanned,Rows Failed,Check Run Date,Remarks
4742,consistency,Check for consistency,SELECT * FROM discounts WHERE condition,invoice_payments,column_3,fail,156,59,2023-09-29 05:04:05,
6363,consistency,Check for consistency,SELECT * FROM payments WHERE condition,orders,column_8,fail,930,582,2023-08-31 11:34:10,
269,uniqueness,Check for uniqueness,SELECT * FROM users WHERE condition,subscribers,column_5,fail,979,334,2023-10-27 19:24:25,
3394,completeness,Check for completeness,SELECT * FROM admins WHERE condition,invoice_payments,column_2,fail,34,15,2023-07-14 21:34:23,Remark
1483,datafreshness,Check for datafreshness,SELECT * FROM discounts WHERE condition,sales,column_9,pass,633,312,2023-01-15 04:23:47,Remark
455,datafreshness,Check for datafreshness,SELECT * FROM invoice_payments WHERE condition,product_webinars,column_7,fail,834,100,2023-05-15 10:15:14,
8104,consistency,Check for consistency,SELECT * FROM users WHERE condition,sales,column_4,pass,572,275,2023-08-13 20:20:15,Remark
3774,consistency,Check for consistency,SELECT * FROM subscribers WHERE condition,products,column_2,fail,833,274,2023-10-16 08:46:35,Remark
1149,datafreshness,Check for datafreshness,SELECT * FROM invoice_payments WHERE condition,product_webinars,column_7,fail,628,96,2023-02-08 01:23:45,
4779,consistency,Check for consistency,SELECT * FROM products WHERE condition,invoice_payments,column_10,pass,210,127,2023-03-15 09:58:57,
3223,completeness,Check for completeness,SELECT * FROM subscribers WHERE condition,invoices,column_9,pass,262,245,2023-08-30 07:52:25,
7973,consistency,Check for consistency,SELECT * FROM users WHERE condition,discounts,column_6,pass,642,492,2023-06-07 09:52:00,
7679,accuracy,Check for accuracy,SELECT * FROM users WHERE condition,products,column_4,pass,866,639,2023-07-29 21:33:04,
6647,accuracy,Check for accuracy,SELECT * FROM discounts WHERE condition,payments,column_8,pass,523,523,2023-09-30 17:14:32,Remark
5778,datafreshness,Check for datafreshness,SELECT * FROM products WHERE condition,sales,column_1,fail,902,252,2023-11-03 11:32:26,
3295,datafreshness,Check for datafreshness,SELECT * FROM products WHERE condition,orders,column_5,pass,600,556,2023-08-04 21:35:33,
5428,accuracy,Check for accuracy,SELECT * FROM invoices WHERE condition,orders,column_10,pass,523,320,2023-10-28 22:51:40,Remark
8586,uniqueness,Check for uniqueness,SELECT * FROM refunds WHERE condition,refunds,column_10,fail,75,13,2023-07-03 14:18:11,Remark
3496,accuracy,Check for accuracy,SELECT * FROM sales WHERE condition,product_webinars,column_7,pass,862,585,2023-05-10 04:44:35,Remark
7475,completeness,Check for completeness,SELECT * FROM invoices WHERE condition,subscribers,column_8,pass,444,283,2023-10-10 12:31:22,Remark
3147,consistency,Check for consistency,SELECT * FROM orders WHERE condition,orders,column_6,fail,960,702,2023-05-20 05:11:44,Remark
4142,completeness,Check for completeness,SELECT * FROM invoice_payments WHERE condition,users,column_8,fail,361,305,2023-04-05 18:44:01,Remark
285,consistency,Check for consistency,SELECT * FROM payments WHERE condition,sales,column_6,fail,176,49,2023-02-01 02:52:00,Remark
9430,completeness,Check for completeness,SELECT * FROM invoices WHERE condition,refunds,column_6,pass,896,394,2023-09-19 19:01:16,
9300,consistency,Check for consistency,SELECT * FROM invoice_payments WHERE condition,sales,column_1,fail,22,7,2023-07-14 05:27:07,
7571,completeness,Check for completeness,SELECT * FROM purchase_transactions WHERE condition,subscribers,column_9,fail,335,303,2023-10-28 15:28:44,
1112,completeness,Check for completeness,SELECT * FROM invoices WHERE condition,invoice_payments,column_3,pass,209,208,2023-10-22 08:01:40,Remark
4662,uniqueness,Check for uniqueness,SELECT * FROM orders WHERE condition,orders,column_2,pass,158,98,2023-06-07 20:53:17,Remark
679,uniqueness,Check for uniqueness,SELECT * FROM discounts WHERE condition,refunds,column_5,fail,111,22,2023-03-21 03:12:12,Remark
6596,datafreshness,Check for datafreshness,SELECT * FROM discounts WHERE condition,orders,column_9,fail,384,314,2023-11-17 21:02:22,Remark
8579,uniqueness,Check for uniqueness,SELECT * FROM invoices WHERE condition,invoice_payments,column_6,pass,419,17,2023-04-22 12:22:42,Remark
6810,consistency,Check for consistency,SELECT * FROM orders WHERE condition,sales,column_4,fail,133,66,2023-08-08 13:34:24,Remark
3110,completeness,Check for completeness,SELECT * FROM invoices WHERE condition,payments,column_4,fail,666,240,2023-01-18 17:46:18,Remark
5109,datafreshness,Check for datafreshness,SELECT * FROM products WHERE condition,product_webinars,column_5,fail,971,428,2023-05-18 21:07:00,
11,consistency,Check for consistency,SELECT * FROM purchase_transactions WHERE condition,invoice_payments,column_2,pass,223,68,2023-10-09 19:35:55,Remark
9750,uniqueness,Check for uniqueness,SELECT * FROM users WHERE condition,discounts,column_7,pass,750,381,2023-02-06 03:28:17,Remark
4665,consistency,Check for consistency,SELECT * FROM purchase_transactions WHERE condition,products,column_7,fail,15,8,2023-05-22 21:21:51,
7836,completeness,Check for completeness,SELECT * FROM refunds WHERE condition,invoices,column_10,pass,585,227,2023-08-24 02:43:28,
3132,completeness,Check for completeness,SELECT * FROM invoices WHERE condition,invoice_payments,column_1,pass,486,211,2023-06-19 20:39:17,Remark
8566,consistency,Check for consistency,SELECT * FROM products WHERE condition,invoice_payments,column_3,pass,653,531,2023-09-27 13:39:11,Remark
3227,completeness,Check for completeness,SELECT * FROM purchase_transactions WHERE condition,invoices,column_2,fail,871,547,2023-02-03 14:45:06,Remark
3821,completeness,Check for completeness,SELECT * FROM orders WHERE condition,orders,column_4,pass,98,29,2023-04-21 11:37:54,Remark
629,datafreshness,Check for datafreshness,SELECT * FROM sales WHERE condition,invoice_payments,column_7,fail,629,628,2023-11-02 17:39:20,Remark
1712,accuracy,Check for accuracy,SELECT * FROM subscribers WHERE condition,admins,column_2,pass,679,21,2023-09-16 08:04:37,Remark
3616,consistency,Check for consistency,SELECT * FROM subscribers WHERE condition,subscribers,column_5,fail,447,249,2023-02-02 03:46:16,
4644,accuracy,Check for accuracy,SELECT * FROM sales WHERE condition,products,column_8,fail,471,412,2023-09-03 14:01:41,Remark
9041,consistency,Check for consistency,SELECT * FROM invoice_payments WHERE condition,invoices,column_3,fail,847,8,2023-11-14 15:52:00,Remark
1672,consistency,Check for consistency,SELECT * FROM payments WHERE condition,discounts,column_1,fail,486,274,2023-09-12 23:57:01,Remark
5732,datafreshness,Check for datafreshness,SELECT * FROM discounts WHERE condition,refunds,column_10,fail,797,327,2023-09-08 11:59:44,Remark
3640,accuracy,Check for accuracy,SELECT * FROM invoice_payments WHERE condition,product_webinars,column_10,fail,96,20,2023-06-22 02:25:23,Remark
2229,datafreshness,Check for datafreshness,SELECT * FROM product_webinars WHERE condition,subscribers,column_8,pass,665,128,2023-07-03 07:16:04,
1126,uniqueness,Check for uniqueness,SELECT * FROM invoices WHERE condition,products,column_1,fail,518,425,2023-01-17 00:28:05,Remark
9334,completeness,Check for completeness,SELECT * FROM refunds WHERE condition,admins,column_1,pass,876,258,2023-09-18 09:38:42,
4702,uniqueness,Check for uniqueness,SELECT * FROM products WHERE condition,refunds,column_8,fail,14,7,2023-02-17 05:16:40,
2839,accuracy,Check for accuracy,SELECT * FROM users WHERE condition,invoice_payments,column_4,fail,39,12,2023-05-28 03:57:08,
1263,datafreshness,Check for datafreshness,SELECT * FROM payments WHERE condition,invoices,column_9,pass,631,415,2023-11-11 16:47:55,
1350,accuracy,Check for accuracy,SELECT * FROM refunds WHERE condition,subscribers,column_10,pass,818,319,2023-08-08 16:31:22,
1606,uniqueness,Check for uniqueness,SELECT * FROM discounts WHERE condition,refunds,column_8,fail,629,420,2023-01-23 08:25:50,
3106,datafreshness,Check for datafreshness,SELECT * FROM sales WHERE condition,product_webinars,column_1,pass,369,173,2023-03-17 06:37:59,
3451,completeness,Check for completeness,SELECT * FROM orders WHERE condition,sales,column_3,fail,121,115,2023-11-12 22:41:14,
180,datafreshness,Check for datafreshness,SELECT * FROM sales WHERE condition,invoices,column_5,fail,585,489,2023-05-02 21:02:17,
6118,accuracy,Check for accuracy,SELECT * FROM refunds WHERE condition,product_webinars,column_4,pass,567,190,2023-02-18 13:35:55,Remark
2334,consistency,Check for consistency,SELECT * FROM invoices WHERE condition,admins,column_10,pass,195,54,2023-10-03 18:44:37,
6253,completeness,Check for completeness,SELECT * FROM invoices WHERE condition,product_webinars,column_4,pass,158,34,2023-03-18 16:17:57,Remark
431,datafreshness,Check for datafreshness,SELECT * FROM products WHERE condition,sales,column_7,pass,982,723,2023-08-06 02:00:11,
6069,uniqueness,Check for uniqueness,SELECT * FROM payments WHERE condition,sales,column_2,fail,134,38,2023-08-01 12:25:16,Remark
7476,completeness,Check for completeness,SELECT * FROM product_webinars WHERE condition,admins,column_1,fail,416,304,2023-05-10 19:10:51,
5822,completeness,Check for completeness,SELECT * FROM product_webinars WHERE condition,subscribers,column_8,pass,468,410,2023-09-12 01:02:16,Remark
9834,uniqueness,Check for uniqueness,SELECT * FROM subscribers WHERE condition,payments,column_3,fail,226,60,2023-03-18 03:21:53,Remark
227,accuracy,Check for accuracy,SELECT * FROM subscribers WHERE condition,invoice_payments,column_9,fail,106,93,2023-05-13 21:14:54,
4733,datafreshness,Check for datafreshness,SELECT * FROM payments WHERE condition,payments,column_4,pass,667,280,2023-09-04 18:34:10,
1267,accuracy,Check for accuracy,SELECT * FROM orders WHERE condition,invoices,column_7,pass,444,118,2023-07-01 22:58:11,
2832,datafreshness,Check for datafreshness,SELECT * FROM discounts WHERE condition,discounts,column_5,pass,262,120,2023-01-12 12:17:06,Remark
7423,accuracy,Check for accuracy,SELECT * FROM sales WHERE condition,users,column_10,fail,98,64,2023-05-26 12:42:02,Remark
6398,uniqueness,Check for uniqueness,SELECT * FROM invoices WHERE condition,invoices,column_7,pass,980,577,2023-01-04 06:44:14,Remark
2227,uniqueness,Check for uniqueness,SELECT * FROM invoices WHERE condition,discounts,column_5,fail,893,728,2023-08-25 21:59:17,
6314,datafreshness,Check for datafreshness,SELECT * FROM admins WHERE condition,sales,column_10,pass,689,383,2023-07-03 10:40:21,Remark
3590,accuracy,Check for accuracy,SELECT * FROM products WHERE condition,product_webinars,column_3,pass,167,89,2023-10-11 10:39:42,Remark
399,uniqueness,Check for uniqueness,SELECT * FROM products WHERE condition,payments,column_2,pass,597,224,2023-11-09 23:36:33,Remark
2447,uniqueness,Check for uniqueness,SELECT * FROM users WHERE condition,discounts,column_7,pass,221,154,2023-07-24 00:21:03,
6467,accuracy,Check for accuracy,SELECT * FROM product_webinars WHERE condition,refunds,column_1,pass,521,495,2023-04-29 12:46:10,Remark
9012,datafreshness,Check for datafreshness,SELECT * FROM products WHERE condition,sales,column_10,pass,26,6,2023-08-25 02:02:21,Remark
915,consistency,Check for consistency,SELECT * FROM invoice_payments WHERE condition,product_webinars,column_10,fail,612,75,2023-10-06 15:16:31,Remark
5233,datafreshness,Check for datafreshness,SELECT * FROM admins WHERE condition,discounts,column_6,fail,833,696,2023-04-16 11:40:21,Remark
7212,datafreshness,Check for datafreshness,SELECT * FROM payments WHERE condition,discounts,column_7,pass,343,187,2023-09-14 19:08:55,Remark
1550,consistency,Check for consistency,SELECT * FROM orders WHERE condition,discounts,column_8,fail,309,287,2023-05-18 09:15:53,
600,consistency,Check for consistency,SELECT * FROM admins WHERE condition,invoice_payments,column_5,fail,83,58,2023-02-22 22:27:25,Remark
8254,accuracy,Check for accuracy,SELECT * FROM payments WHERE condition,sales,column_9,pass,837,72,2023-04-15 01:40:05,Remark
3418,datafreshness,Check for datafreshness,SELECT * FROM product_webinars WHERE condition,sales,column_6,pass,688,8,2023-08-15 01:08:04,
2522,accuracy,Check for accuracy,SELECT * FROM orders WHERE condition,orders,column_3,fail,192,55,2023-08-11 14:21:50,
9790,consistency,Check for consistency,SELECT * FROM purchase_transactions WHERE condition,purchase_transactions,column_7,pass,773,657,2023-10-05 03:32:06,Remark
8472,completeness,Check for completeness,SELECT * FROM orders WHERE condition,subscribers,column_8,pass,182,66,2023-10-26 21:44:56,
6028,uniqueness,Check for uniqueness,SELECT * FROM invoices WHERE condition,payments,column_1,fail,400,375,2023-11-14 17:56:26,
5041,consistency,Check for consistency,SELECT * FROM product_webinars WHERE condition,discounts,column_2,pass,360,119,2023-03-12 19:50:02,Remark
1478,completeness,Check for completeness,SELECT * FROM orders WHERE condition,refunds,column_10,pass,99,9,2023-10-04 04:18:39,
9409,consistency,Check for consistency,SELECT * FROM subscribers WHERE condition,payments,column_9,fail,684,108,2023-02-01 18:30:25,Remark
8878,completeness,Check for completeness,SELECT * FROM refunds WHERE condition,subscribers,column_10,fail,235,119,2023-01-18 08:34:03,
1270,accuracy,Check for accuracy,SELECT * FROM products WHERE condition,refunds,column_6,pass,683,291,2023-02-14 14:00:46,
2371,consistency,Check for consistency,SELECT * FROM payments WHERE condition,product_webinars,column_1,fail,783,120,2023-11-11 13:08:30,
3269,uniqueness,Check for uniqueness,SELECT * FROM payments WHERE condition,refunds,column_3,pass,722,252,2023-03-17 17:35:16,
3420,accuracy,Check for accuracy,SELECT * FROM payments WHERE condition,orders,column_8,pass,686,548,2023-11-04 16:18:24,Remark
7540,completeness,Check for completeness,SELECT * FROM orders WHERE condition,invoice_payments,column_3,pass,257,132,2023-09-09 06:17:13,Remark
8922,completeness,Check for completeness,SELECT * FROM payments WHERE condition,orders,column_3,pass,60,28,2023-03-08 10:33:53,Remark
2075,accuracy,Check for accuracy,SELECT * FROM purchase_transactions WHERE condition,purchase_transactions,column_7,pass,86,34,2023-03-16 13:53:48,
9073,uniqueness,Check for uniqueness,SELECT * FROM sales WHERE condition,products,column_10,fail,697,303,2023-01-13 09:20:52,Remark
5844,accuracy,Check for accuracy,SELECT * FROM invoices WHERE condition,payments,column_4,pass,935,243,2023-03-02 02:00:43,Remark
7375,accuracy,Check for accuracy,SELECT * FROM sales WHERE condition,refunds,column_7,fail,606,563,2023-04-12 13:04:20,Remark
7130,uniqueness,Check for uniqueness,SELECT * FROM admins WHERE condition,refunds,column_3,pass,487,459,2023-01-22 15:34:44,
9856,completeness,Check for completeness,SELECT * FROM admins WHERE condition,orders,column_2,fail,73,61,2023-03-02 06:30:52,Remark
2899,accuracy,Check for accuracy,SELECT * FROM admins WHERE condition,product_webinars,column_4,pass,81,79,2023-06-09 03:10:29,
2746,completeness,Check for completeness,SELECT * FROM invoices WHERE condition,purchase_transactions,column_7,pass,296,88,2023-10-26 07:06:50,Remark
1522,consistency,Check for consistency,SELECT * FROM orders WHERE condition,payments,column_9,fail,300,10,2023-09-19 00:14:06,Remark
3416,completeness,Check for completeness,SELECT * FROM purchase_transactions WHERE condition,admins,column_10,fail,973,191,2023-08-28 23:04:04,
8315,accuracy,Check for accuracy,SELECT * FROM sales WHERE condition,discounts,column_9,fail,59,17,2023-09-25 20:31:58,Remark
587,accuracy,Check for accuracy,SELECT * FROM invoice_payments WHERE condition,products,column_7,fail,226,104,2023-10-04 14:41:09,Remark
2331,uniqueness,Check for uniqueness,SELECT * FROM invoice_payments WHERE condition,invoices,column_6,fail,74,47,2023-03-04 07:54:44,
5951,datafreshness,Check for datafreshness,SELECT * FROM product_webinars WHERE condition,payments,column_7,pass,109,91,2023-03-26 16:14:29,
6161,consistency,Check for consistency,SELECT * FROM payments WHERE condition,sales,column_8,pass,193,100,2023-03-12 21:54:35,
6191,datafreshness,Check for datafreshness,SELECT * FROM users WHERE condition,refunds,column_1,pass,482,372,2023-03-09 19:19:05,Remark
